Various - Standard,How Deep Is The Ocean,PH21097,,,,
Various - Standard,It's A Lovely Day Today,PH21098,,,,
Air Supply,All Out of Love,PH21257,,,,
Air Supply,The One That You Love,PH21258,,,,
The Association,Along Comes Mary,PH21262,,,,
The Association,Everything That Touches You,PH21263,,,,
Jackie Deshannon,What The World Needs Now Is Love,PH21290,,,,
Steve Lawrence,A Room Without Windows,PH21319,,,,
Steve Lawrence,"Go Away, Little Girl",PH21321,,,,
The Cranberries,Linger,PH21325,,,,
Crash Test Dummies,Mmm Mmm Mmm Mmm,PH21345,,,,
Rod Stewart,The First Cut Is The Deepest,PH21381,,,,
General Public,I'll Take You There,PH21438,,,,
Expose,In Walked Love,PH21449,,,,
Huey Lewis and The News,Some Kind of Wonderful,PH21469,,,,
Toad The Wet Sprocket,Fall Down,PH21473,,,,
SWV,Anything,PH21477,,,,
Seal,Prayer For The Dying,PH21480,,,,
Seal,Newborn Friend,PH21490,,,,
Boston,I Need Your Love,PH21503,,,,
Tevin Campbell,Always In My Heart,PH21506,,,,
Edie Brickell,Good Times,PH21530,,,,
Gladys Knight,I Don't Want To Know,PH21543,,,,
Toad The Wet Sprocket,Something's Always Wrong,PH21622,,,,
Gloria Estefan,"Hold Me, Thrill Me, Kiss Me",PH21624,,,,
Gloria Estefan,How Can I Be Sure,PH21625,,,,
Gloria Estefan,Traces,PH21626,,,,
Gloria Estefan,Breaking Up Is Hard To Do,PH21699,,,,
Annie Lennox,Take Me To The River,PH21722,,,,
The Beatles,Baby It's You,PH21747,,,,
Lisa Loeb & Nine Stories,Do You Sleep,PH21828,,,,
Maxi Priest,Close To You,PH21856,,,,
Michael Bolton,This River,PH21887,,,,
from the movie The Jungle Book,The Bare Necessities,PH21920,,,,
Spencer Davis Group,Keep On Running,PH21953,,,,
Lisa Loeb & Nine Stories,Taffy,PH21983,,,,
Various - Standard (Male Key),Grow Old With Me,PH22063,,,,
Collective Soul,Jealous Guy,PH22064,,,,
Screaming Trees,Working Class Hero,PH22065,,,,
Dorothy Moore,Misty Blue,PH22081,,,,
Elton John,You Can Make History (Young Again),PH22103,,,,
Sheryl Crow,Ordinary Morning,PH22124,,,,
Collective Soul,Breathe,PH22129,,,,
Collective Soul,December,PH22130,,,,
Sheryl Crow,Home,PH22166,,,,
Robyn,Do You Really Want Me (Show Respect),PH22236,,,,
Sheryl Crow,In Need,PH22253,,,,
from the TV Show Glee,I Want To Hold Your Hand,PH22302,,,,
Adele,Love Song,PH22324,,,,
from the musical Company,Being Alive,PH22675,,,,
OneRepublic,All The Right Moves,PH23413,,,,
The Wanted,All Time Low,PH23415,,,,
Stromae,Alors On Danse,PH23416,,,,
George Michael,Amazing,PH23418,,,,
Robbie Williams,Angels,PH23422,,,,
Conor Maynard ft. Wiley,Animal,PH23423,,,,
Afrojack ft. Chris Brown,As Your Friend,PH23427,,,,
Ariana Grande,Baby I,PH23429,,,,
Pitbull,Back In Time,PH23431,,,,
Daniel Powter,Bad Day,PH23433,,,,
Will.i.am,Bang Bang,PH23434,,,,
Kelly Clarkson,Because of You,PH23441,,,,
Madcon,Beggin',PH23443,,,,
Sam Sparro,Black & Gold,PH23450,,,,
Stooshe,Black Heart,PH23451,,,,
Kesha ft. 3oh!3,Blah Blah Blah,PH23453,,,,
Robbie Williams,Bodies,PH23455,,,,
Sam and The Womp,Bom Bom,PH23456,,,,
James Blunt,Bonfire Heart,PH23457,,,,
Tweet,Boogie 2 Nite,PH23459,,,,
Westlife,Bop Bop Baby,PH23463,,,,
Green Day,Boulevard of Broken Dreams,PH23466,,,,
Calvin Harris ft. Kelis,Bounce,PH23467,,,,
Pixie Lott,Boys & Girls,PH23469,,,,
Shayne Ward,Breathless,PH23473,,,,
James Morrison ft. Nelly Furtado,Broken Strings,PH23475,,,,
George Ezra,Budapest,PH23476,,,,
La Roux,Bulletproof,PH23477,,,,
Jonas Brothers,Burnin' Up,PH23480,,,,
Rihanna,California King Bed,PH23482,,,,
Enrique Iglesias,Can You Hear,PH23484,,,,
Miley Cyrus,Can't Be Tamed,PH23485,,,,
Paloma Faith ft. Pharrell Williams,Can't Rely On You,PH23487,,,,
Robbie Williams,Candy,PH23488,,,,
Kelly Clarkson,Catch My Breath,PH23493,,,,
DJ Casper,Cha Cha Slide,PH23495,,,,
Example,Changed The Way You Kiss Me,PH23496,,,,
Snow Patrol,Chasing Cars,PH23498,,,,
The Cheeky Girls,Cheeky Song (Touch My Bum),PH23500,,,,
Rihanna,Cheers (Drink To That),PH23501,,,,
Benny Benassi ft. Gary Go,Cinema (Remix),PH23502,,,,
Flo Rida ft. David Guetta,Club Can't Handle Me,PH23507,,,,
Wham!,Club Tropicana,PH23508,,,,
Robbie Williams,Come Undone,PH23511,,,,
Busted,Crash And Burn (You Said No),PH23514,,,,
Busted,Crashed The Wedding,PH23515,,,,
Kat Dahlia,Crazy,PH23516,,,,
Gnarls Barkley,Crazy,PH23517,,,,
Bingo Players,Cry (Just A Little) (Remix),PH23521,,,,
September,Cry For You,PH23522,,,,
Jennifer Lopez ft. Pitbull,Dance Again,PH23527,,,,
Olly Murs,Dance With Me Tonight,PH23529,,,,
Abba,Dancing Queen,PH23531,,,,
David Guetta ft. Sam Martin,Dangerous,PH23532,,,,
Kelly Clarkson,My Dark Side,PH23534,,,,
Maroon 5,Daylight,PH23535,,,,
Justin Bieber,Die In Your Arms,PH23539,,,,
Lady Gaga ft. R Kelly,Do What U Want (With My Body),PH23545,,,,
Culture Club,Do You Really Want To Hurt Me,PH23547,,,,
Jimmy Sommerville,Don't Leave Me This Way,PH23549,,,,
Avril Lavigne,Don't Tell Me,PH23557,,,,
3oh!3,Don't Trust Me,PH23558,,,,
Eamon,(F*** It) I Don't Want You Back,PH23560,,,,
Human League,Don't You Want Me,PH23561,,,,
Nicole Scherzinger,Don't Hold Your Breath,PH23562,,,,
Lady Gaga,Dope,PH23564,,,,
Deep Dish ft. Stevie Nicks,Dreams,PH23567,,,,
Uncle Kracker,Drift Away,PH23568,,,,
Calvin Harris ft. Tinie Tempah,Drinking From The Bottle,PH23569,,,,
Train,Drops of Jupiter,PH23571,,,,
MGMT,Electric Feel,PH23573,,,,
Enrique Iglesias,Escape,PH23574,,,,
Keane,Everybody's Changing,PH23580,,,,
David Guetta ft. Steve Angelo & Sebastian Ingrosso,Everytime We Touch,PH23584,,,,
Robbie Williams,Feel,PH23589,,,,
Calvin Harris,Feel So Close,PH23591,,,,
Ellie Goulding,Figure 8,PH23596,,,,
Enrique Iglesias ft. Sammy Adams,Finally Found You,PH23598,,,,
John O'Callaghan ft. Sarah Howels,Find Yourself,PH23600,,,,
Sean Kingston,Fire Burning (Hot Electro 911 Mix),PH23601,,,,
Scissor Sisters,Fire With Fire (Digital Blonde Mix),PH23602,,,,
Westlife,Flying Without Wings,PH23605,,,,
Uncle Kracker,Follow Me,PH23606,,,,
The Script,For The First Time,PH23607,,,,
Joe Goddard ft. Valentina,Gabriel,PH23612,,,,
Eve ft. Alicia Keys,Gangsta Lovin',PH23613,,,,
Oliver Heldens & Becky Hill,Gecko (Overdrive),PH23614,,,,
P!nk,God Is A DJ,PH23625,,,,
Phillip Phillips,"Gone, Gone, Gone",PH23626,,,,
Cobra Starship ft. Leighton Meester,Good Girls Gone Bad,PH23627,,,,
Roll Deep,Good Times,PH23628,,,,
Nickelback,Gotta Be Somebody,PH23633,,,,
The Ting Tings,Great DJ,PH23636,,,,
Lifehouse,Halfway Gone,PH23638,,,,
Freemasons ft. Sophie Ellis Bextor,"Heartbreak, Make Me A Dancer (Sofa Beat Mix)",PH23642,,,,
Martin Solveig & Dragonette,Hello,PH23644,,,,
3 Doors Down,Here Without You,PH23647,,,,
Chad Kroeger ft. Josey Scott,Hero,PH23648,,,,
The Black Eyed Peas,Hey Mama,PH23651,,,,
Martin Solveig & The Cataracs ft. Kyle,Hey Now,PH23652,,,,
Nelly,Hey Porsche,PH23653,,,,
Britney Spears,Hold It Against Me,PH23661,,,,
Sugababes,Hole In The Head,PH23664,,,,
Inna,Hot (In The Hydro Remix),PH23666,,,,
David Tavare,Hot Summer Night (Oh La La La),PH23667,,,,
Matchbox Twenty,How Far We've Come,PH23669,,,,
Ellie Goulding,How Long Will I Love You,PH23670,,,,
Leona Lewis,Hurt,PH23675,,,,
The Pussycat Dolls,Hush Hush,PH23676,,,,
Kelly Clarkson,I Do Not Hook Up,PH23680,,,,
Lykke Li,I Follow Rivers,PH23683,,,,
The Black Eyed Peas,I Gotta Feeling,PH23686,,,,
The Pussycat Dolls,I Hate This Part,PH23687,,,,
P. Diddy ft. Usher & Loon,I Need A Girl (Part One),PH23693,,,,
Calvin Harris ft. Ellie Goulding,I Need Your Love,PH23694,,,,
Secondcity,I Wanna Feel,PH23696,,,,
Rita Ora,I Will Never Let You Down,PH23700,,,,
Jason Mraz,I Won't Give Up,PH23703,,,,
Enrique Iglesias ft. Pitbull,I'm A Freak,PH23706,,,,
Alex Gaudino,I'm In Love (I Wanna Do It),PH23708,,,,
Adam Lambert,If I Had You,PH23713,,,,
OneRepublic,If I Lose Myself,PH23714,,,,
Shayne Ward,If That's OK With You,PH23716,,,,
Timbaland ft. Katy Perry,If We Ever Meet Again,PH23718,,,,
Britney Spears,If U Seek Amy,PH23719,,,,
Daniel Bedingfield,If You're Not The One,PH23720,,,,
The Black Eyed Peas,Imma Be,PH23722,,,,
James Arthur,Impossible,PH23723,,,,
Kylie Minogue,In My Arms,PH23725,,,,
The Rasmus,In The Shadows,PH23727,,,,
Backstreet Boys,Incomplete,PH23729,,,,
Guru Josh Project,Infinity 2008,PH23730,,,,
Pitbull ft. Chris Brown,International Love,PH23733,,,,
Geri Haliwell,It's Raining Men,PH23739,,,,
A.R. Rahman ft. Nicole Scherzinger,Jai Ho! (You Are My Destiny),PH23740,,,,
Daniel Bedingfield,James Dean (I Wanna Know),PH23741,,,,
Christina Perri,Jar of Hearts,PH23742,,,,
Lady Gaga,Judas,PH23744,,,,
Girls Aloud,Jump,PH23745,,,,
The Saturdays,Just Can't Get Enough,PH23752,,,,
Click 5,Just The Girl,PH23754,,,,
Backstreet Boys,Just Want You To Know,PH23755,,,,
Example,Kickstarts,PH23757,,,,
MGMT,Kids,PH23758,,,,
Holly Valance,Kiss Kiss,PH23759,,,,
Atomic Kitten,Ladies Night,PH23763,,,,
Jessie J ft. David Guetta,Laserlight,PH23766,,,,
X-Press 2 ft. David Byrne,Lazy,PH23770,,,,
Will Young,Leave Right Now,PH23772,,,,
Mini Viva,Left My Heart In Tokyo,PH23773,,,,
Calvin Harris ft. Ne-Yo,Let's Go,PH23779,,,,
Avicii,Levels (Pumpin' Remix),PH23781,,,,
Dido,Life For Rent,PH23782,,,,
Good Charlotte,Lifestyles of the Rich And Famous,PH23784,,,,
Far East Movement ft. The Cataracs,Like A G6 (Dizzman Remix),PH23786,,,,
David Guetta ft. Taio Cruz & Ludacris,Little Bad Girl,PH23789,,,,
Of Monsters and Men,Little Talks,PH23791,,,,
T.I. ft. Rihanna,Live Your Life,PH23793,,,,
Sak Noel,Loca People (Radio Edit),PH23795,,,,
DJ Fresh ft. Sian Evans,Louder,PH23798,,,,
Kylie Minogue,Love At First Sight,PH23799,,,,
Atomic Kitten,Love Doesn't Have To Hurt,PH23800,,,,
Lady Gaga,Love Game,PH23801,,,,
Wet Wet Wet,Love Is All Around,PH23803,,,,
Natasha Bedingfield,Love Like This,PH23804,,,,
John Newman,Love Me Again,PH23806,,,,
Florence + The Machine,Lover To Lover,PH23815,,,,
Michael Andrews ft. Gary Jules,Mad World,PH23817,,,,
Room 5 ft. Oliver Cheatham,Make Luv,PH23819,,,,
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",PH23821,,,,
Westlife,Mandy,PH23822,,,,
Nelly Furtado,Maneater,PH23823,,,,
Bruno Mars,Marry You,PH23826,,,,
Scissor Sisters,Mary,PH23827,,,,
The Black Eyed Peas,Meet Me Halfway,PH23833,,,,
David Guetta,Memories (Original Dizzy Mix),PH23834,,,,
Duffy,Mercy,PH23835,,,,
Swedish House Mafia ft. Tinie Tempah,Miami 2 Ibiza,PH23836,,,,
Maroon 5,Misery,PH23840,,,,
Timbaland ft. Soshy & Nelly Furtado,Morning After Dark,PH23846,,,,
Junior Senior,Move Your Feet,PH23847,,,,
Alexandra Stan,Mr. Saxobeat,PH23848,,,,
Britney Spears,My Prerogative,PH23854,,,,
Selena Gomez,Naturally,PH23856,,,,
Duke Dumont ft. A*M*E,Need U (100%),PH23857,,,,
Marlon Roudette,New Age,PH23860,,,,
Shayne Ward,No Promises,PH23864,,,,
Shayne Ward,No U Hang Up,PH23865,,,,
Jessie J,Nobody's Perfect,PH23867,,,,
Lily Allen,Not Fair,PH23868,,,,
David Guetta ft. Will I Am,Nothing Really Matters,PH23870,,,,
Basshunter,Now You're Gone,PH23871,,,,
Usher,Numb,PH23872,,,,
Bastille,Of The Night,PH23874,,,,
D'Banj,Oliver Twist,PH23875,,,,
Diana Vickers,Once,PH23876,,,,
Swedish House Mafia,One (Your Name),PH23878,,,,
Asaf Avidan and The Mojos,Reckoning Song (One Day),PH23879,,,,
Example,One More Day (Stay With Me),PH23884,,,,
One Direction,One Thing,PH23886,,,,
Brooke Candy,Opulence,PH23888,,,,
The Calling,Our Lives,PH23890,,,,
Esmee Denters,Outta Here,PH23891,,,,
Eliza Doolittle,Pack Up,PH23892,,,,
Lady Gaga,Paparazzi (Disco Remix),PH23893,,,,
Cheryl Cole,Parachute,PH23895,,,,
Chris Cornell,Part of Me,PH23897,,,,
Britney Spears,Perfume,PH23899,,,,
David Guetta ft. Ne-Yo & Akon,Play Hard,PH23901,,,,
Olly Murs,Please Don't Let Me Go,PH23902,,,,
Nelly Furtado,Powerless (Say What You Want),PH23906,,,,
Hearsay,Pure And Simple,PH23912,,,,
Pitbull ft. Marc Anthony,Rain Over Me,PH23918,,,,
Hillary Duff,Reach Out,PH23921,,,,
Duran Duran,Reach Up For The Sunrise,PH23922,,,,
Martin Solveig ft. Kele,Ready 2 Go,PH23923,,,,
Calvin Harris,Ready For The Weekend,PH23924,,,,
Mika,Relax (Take It Easy),PH23929,,,,
"Sebastian Ingrosso, Tommy Trash & John Martin",Reload,PH23931,,,,
Little Boots,Remedy,PH23932,,,,
Flo Rida ft. Kesha,Right Round,PH23939,,,,
Sugababes,Round Round,PH23943,,,,
Rihanna,Russian Roulette,PH23947,,,,
Capital Cities,Safe And Sound,PH23950,,,,
Example,Say Nothing,PH23952,,,,
Britney Spears ft. Will.i.am,Scream & Shout,PH23955,,,,
Miley Cyrus,See You Again,PH23956,,,,
Tim Berg ft. Amanda Wilson,Seek Bromance,PH23957,,,,
Kings of Leon,Sex On Fire,PH23960,,,,
David Guetta ft. Akon,Sexy Chick,PH23961,,,,
Sean Paul,She Doesn't Mind,PH23964,,,,
Puddle of Mudd,She Hates Me,PH23965,,,,
David Guetta ft. Sia,She Wolf (Falling To Pieces),PH23969,,,,
Robbie Williams,She's The One,PH23971,,,,
Rita Ora,Shine Ya Light,PH23972,,,,
Avril Lavigne,Sk8er Boi,PH23977,,,,
Busted,Sleeping With The Light On,PH23979,,,,
Kylie Minogue,Slow,PH23980,,,,
Lily Allen,Smile,PH23983,,,,
P!nk,Sober,PH23986,,,,
Gotye ft. Kimbra,Somebody That I Used To Know,PH23987,,,,
Justin Bieber ft. Usher,Somebody To Love,PH23988,,,,
Beatfreakz,Somebody's Watching Me,PH23989,,,,
Robbie Williams & Nicole Kidman,Something Stupid,PH23992,,,,
Lily Allen,Somewhere Only We Know,PH23993,,,,
LMFAO,Sorry For Party Rocking,PH23994,,,,
Girls Aloud,Sound of the Underground,PH23997,,,,
Benny Benassi ft. Kelis,Spaceship,PH23998,,,,
Gareth Gates,Spirit In The Sky,PH24000,,,,
Lawson,Standing In The Dark,PH24003,,,,
3oh!3 ft. Katy Perry,Starstrukk,PH24006,,,,
Alexandra Burke,Start Without You,PH24007,,,,
Edward Maya,Stereo Love,PH24011,,,,
OneRepublic,Stop & Stare,PH24014,,,,
David Sneddon,Stop Livin' The Lie,PH24015,,,,
Sugababes,Stronger,PH24017,,,,
Maroon 5,Sunday Morning,PH24024,,,,
Norah Jones,Sunrise,PH24025,,,,
Mr. Hudson ft. Kanye West,Supernova,PH24027,,,,
Cher Lloyd,Swagger Jagger,PH24030,,,,
Gabriella Cilmi,Sweet About Me,PH24032,,,,
Calvin Harris ft. Florence Welch,Sweet Nothing,PH24034,,,,
Soft Cell,Tainted Love,PH24036,,,,
Kesha,Take It Off,PH24038,,,,
Cash Cash,Take Me Home,PH24039,,,,
Enrique Iglesias ft. Ciara,Takin' Back My Love,PH24042,,,,
Wheatus,Teenage Dirtbag,PH24045,,,,
Miley Cyrus,The Climb,PH24051,,,,
Lily Allen,The Fear,PH24052,,,,
The Script,The Man Who Can't Be Moved,PH24055,,,,
Atomic Kitten,The Tide Is High (Get The Feeling),PH24060,,,,
Timbaland,The Way I Are,PH24062,,,,
Jessica Simpson,These Boots Are Made For Walkin',PH24063,,,,
Spiritchaser,These Tears (Remix),PH24064,,,,
Natasha Bedingfield,These Words,PH24065,,,,
Bastille,Things We Lost In The Fire,PH24067,,,,
Katy Perry,Thinking of You,PH24068,,,,
Scouting For Girls,This Ain't A Love Song,PH24069,,,,
Busted,Thunderbirds Are Go,PH24073,,,,
Enrique Iglesias,Tired of Being Sorry,PH24074,,,,
Jonas Brothers,Tonight,PH24076,,,,
Westlife,Tonight,PH24077,,,,
Nickelback,Too Bad,PH24078,,,,
Sugababes,Too Lost In You,PH24079,,,,
David Archuleta,Touch My Hand,PH24083,,,,
Robbie Williams,Trippin',PH24086,,,,
P!nk,Trouble,PH24087,,,,
Taio Cruz,Troublemaker,PH24088,,,,
P!nk ft. Lily Allen,True Love,PH24089,,,,
Blue,U Make Me Wanna,PH24095,,,,
Westlife,Unbreakable,PH24097,,,,
Katy Perry,Unconditionally,PH24099,,,,
Calvin Harris,Under Control,PH24100,,,,
The Veronicas,Untouched,PH24103,,,,
Matchbox Twenty,Unwell,PH24104,,,,
Westlife,Us Against The World,PH24106,,,,
Mark Ronson ft. Amy Winehouse,Valerie,PH24107,,,,
Owl City,Vanilla Twilight,PH24108,,,,
Conor Maynard,Vegas Girl,PH24109,,,,
Dia Frampton,Walk Away,PH24112,,,,
Empire of The Sun,Walking On A Dream,PH24113,,,,
Tiesto ft. Matthew Koma,Wasted,PH24115,,,,
Mr. Probz,Waves,PH24118,,,,
Pitbull ft. J-Lo,We Are One (Ole Ola),PH24120,,,,
Yolanda Be Cool & Dcup,We No Speak Americano,PH24124,,,,
Avril Lavigne,What The Hell,PH24128,,,,
David Guetta ft. Kelly Rowland,When Love Takes Over,PH24136,,,,
Lawson,When She Was Mine,PH24137,,,,
Ronan Keating,When You Say Nothing At All,PH24138,,,,
David Guetta ft. Nicki Minaj & Flo Rida,Where Them Girls At,PH24140,,,,
Dido,White Flag,PH24143,,,,
Disclosure ft. Aluna George,White Noise,PH24144,,,,
Selena Gomez,Who Says,PH24146,,,,
Jessie J,Who You Are,PH24147,,,,
Busted,Who's David,PH24148,,,,
David Guetta ft. Rihanna,Who's That Chick,PH24149,,,,
Atomic Kitten,Whole Again,PH24151,,,,
Gramophonedzie,Why Don't You,PH24152,,,,
Pitbull ft. G.R.L.,Wild Wild Love,PH24153,,,,
Sam & Mark,With A Little Help From My Friends,PH24154,,,,
Britney Spears,Womanizer,PH24158,,,,
Maroon 5,Won't Go Home Without You,PH24159,,,,
Westlife,World of Our Own,PH24164,,,,
Busted,Year 3000,PH24166,,,,
Rihanna,You Da One,PH24167,,,,
Avicii,You Make Me,PH24170,,,,
Christina Aguilera,Your Body,PH24176,,,,
Ellie Goulding,Your Song,PH24178,,,,
Duke Dumont,Won't Look Back,PH24181,,,,
David Guetta ft. Sam Martin,Lovers On The Sun,PH24184,,,,
The Vamps ft. Demi Lovato,Somebody To You,PH24185,,,,
Calvin Harris ft. John Newman,Blame,PH24186,,,,
Pitbull ft. John Ryan,Fireball,PH24189,,,,
G.R.L.,Ugly Heart,PH24190,,,,
Tove Lo,Habits,PH24229,,,,
Imagine Dragons,On Top of the World,PH24235,,,,
Calvin Harris ft. Ellie Goulding,Outside,PH24237,,,,
Clean Bandit ft. Jess Glynne,Real Love,PH24238,,,,
Mary Lambert,Secrets,PH24240,,,,
The Script,Superheroes,PH24243,,,,
Oliver Heldens ft. Kstewart,Last All Night (Koala),PH24248,,,,
Robin Schulz ft. Jasmine Thompson,Sun Goes Down (Sunset),PH24250,,,,
Take That,These Days,PH24252,,,,
Ella Henderson,Yours,PH24254,,,,
Colbie Caillat,Brighter Than The Sun,PH24255,,,,
Metric,Breathing Underwater,PH24261,,,,
Matt Nathanson,Mission Bells,PH24262,,,,
Jake Bugg,Two Fingers,PH24263,,,,
Fall Out Boy,Irresistible,PH24266,,,,
Ben Haenow,Something I Need,PH24268,,,,
Blonde ft. Melissa Steel,I Loved You,PH24272,,,,
Ida Corr ft. Fredde Le Grand,Let Me Think About It,PH24273,,,,
David Guetta ft. Emeli Sande,What I Did For Love,PH24274,,,,
OneRepublic,I Lived,PH24276,,,,
Milky Chance,Stolen Dance,PH24278,,,,
Avicii,The Nights,PH24279,,,,
Sheppard,Geronimo,PH24280,,,,
James Newton Howard ft. Jennifer Lawrence,The Hanging Tree (Rebel Remix),PH24281,,,,
"Rihanna, Kanye West & Paul McCartney",Fourfiveseconds,PH24282,,,,
Karen Harding,Say Something,PH24283,,,,
Pitbull & Ne-Yo,Time of Our Lives,PH24287,,,,
James Bay,Hold Back The River,PH24288,,,,
Alesso ft. Roy English,Cool,PH24290,,,,
Years & Years,King,PH24291,,,,
Deorro X and Chris Brown,Five Hours,PH24293,,,,
Feder ft. Lyse,Goodbye,PH24294,,,,
Olly Murs ft. Demi Lovato,Up,PH24295,,,,
Vance Joy,Riptide,PH24296,,,,
Poison,Your Mama Don't Dance,PH01818,,,,
L.A. Guns,The Ballad of Jayne,PH01819,,,,
Poison,I Want Action,PH01820,,,,
Twisted Sister,Burn In Hell,PH01832,,,,
Poison,Fallen Angel,PH01833,,,,
Poison,Something To Believe In,PH01834,,,,
Godsmack,Straight Out of Line,PH01835,,,,
Tevin Campbell,Alone With You,PH10649,,,,
Ralph Tresvant,Money Can't Buy You Love,PH10652,,,,
Tevin Campbell,Goodbye,PH10654,,,,
Alive and Well,Alive And Well,PH15338,,,,
Various - Gospel,Until Then,PH15709,,,,
Phil Collins,Everyday,PH15884,,,,
Phil Collins,Find A Way To My Heart,PH15885,,,,
Phil Collins,I Wish It Would Rain Down,PH15886,,,,
Phil Collins,Only You Know And I Know,PH15887,,,,
Kool & The Gang,Joanna,PH19227,,,,
Kool & The Gang,Fresh,PH19232,,,,
Michael Jackson,Farewell My Summer Love,PH19234,,,,
Olivia Newton-John,Landslide,PH19248,,,,
Various - Standard,Everybody Loves My Baby,PH19293,,,,
Various - Standard,About A Quarter To Nine,PH19344,,,,
Huey Lewis and The News,The Power of Love,PH19368,,,,
Wham!,I'm Your Man,PH19391,,,,
Wham!,Freedom,PH19392,,,,
Ringo Starr,Oh My My,PH19418,,,,
Ringo Starr,Only You,PH19420,,,,
David Essex,Rock On,PH19425,,,,
Golden Earring,Radar Love,PH19426,,,,
L.L. Cool J,I Need Love,PH19455,,,,
George Harrison,I've Got My Mind Set On You,PH19462,,,,
Steve Winwood,Freedom Overspill,PH19473,,,,
Barbara Mandrell,I Wish You Were Here,PH19511,,,,
David Lee Roth,Goin' Crazy,PH19578,,,,
David Lee Roth,Just A Gigolo,PH19579,,,,
David Lee Roth,Just Like Paradise,PH19580,,,,
Dwight Yoakam,Always Late (With Your Kisses),PH19633,,,,
Taylor Dayne,Prove Your Love,PH19640,,,,
Starship,It's Not Over ('Til It's Over),PH19644,,,,
Huey Lewis and The News,Perfect World,PH19647,,,,
Def Leppard,Love Bites,PH19651,,,,
Henry Lee Summer,I Wish I Had A Girl,PH19654,,,,
Morris Day,Fishnet,PH19660,,,,
George Michael,Monkey,PH19671,,,,
Steve Winwood,Roll With It,PH19683,,,,
Steve Winwood,Holding On,PH19686,,,,
Don Johnson,Heartbeat,PH19698,,,,
The Nylons,Kiss Him Goodbye,PH19700,,,,
Billy Idol,"Mony, Mony",PH19709,,,,
Bertie Higgins,Key Largo,PH19712,,,,
Breathe,How Can I Fall,PH19780,,,,
Exile,Super Love,PH19801,,,,
Exile,Give Me One More Chance,PH19802,,,,
Exile,She's A Miracle,PH19803,,,,
Jack Jones,The Mood I'm In,PH19832,,,,
Sheena Easton,Modern Girl,PH19845,,,,
Safire,Thinking of You,PH19850,,,,
Pebbles,Take Your Time,PH19861,,,,
Kon Kan,I Beg Your Pardon,PH19862,,,,
Rick Astley,She Wants To Dance With Me,PH19863,,,,
Basia,How Dare You,PH19865,,,,
Stevie Nicks,I Can't Wait,PH19877,,,,
Stevie Nicks,Talk To Me,PH19878,,,,
Stevie Nicks,Rooms On Fire,PH19879,,,,
Helen Reddy,Angie Baby,PH19897,,,,
Kim Carnes,More Love,PH19903,,,,
Kim Carnes,Crazy In The Night (Barking At Airplanes),PH19904,,,,
Jennifer Warnes,I Know A Heartache When I See One,PH19905,,,,
Laura Branigan,How Am I Supposed To Live Without You,PH19927,,,,
Robert Palmer,Simply Irresistible,PH19930,,,,
Robert Palmer,Early In The Morning,PH19931,,,,
Robert Palmer,I Didn't Mean To Turn You On,PH19932,,,,
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,PH19972,,,,
The 5th Dimension,"Up, Up And Away",PH19980,,,,
Tone Loc,Funky Cold Medina,PH19988,,,,
Mamado & She,I'm Your Wild Thang,PH19992,,,,
Cyndi Lauper,I Drove All Night,PH20003,,,,
Cyndi Lauper,My First Night Without You,PH20004,,,,
Pet Shop Boys,Domino Dancing,PH20006,,,,
Duran Duran,Notorious,PH20016,,,,
Duran Duran,Hungry Like The Wolf,PH20017,,,,
Duran Duran,All She Wants Is,PH20018,,,,
Duran Duran,I Don't Want Your Love,PH20020,,,,
Tommy Page,A Shoulder To Cry On,PH20036,,,,
Michael Damian,Rock On,PH20037,,,,
Dan Hill,Never Thought (That I Could Love),PH20043,,,,
Donnie Osmond,Hold On,PH20044,,,,
Nenah Cherry,Kisses On The Wind,PH20045,,,,
Melissa Manchester,Come In From The Rain,PH20048,,,,
Melissa Manchester,Midnight Blue,PH20049,,,,
George Benson,Nothing's Gonna Change My Love For You,PH20053,,,,
Fine Young Cannibals,She Drives Me Crazy,PH20055,,,,
Rickie Lee Jones,A Lucky Guy,PH20090,,,,
Rickie Lee Jones,Satellites,PH20092,,,,
Rickie Lee Jones,Danny's All Star Joint,PH20093,,,,
Rickie Lee Jones,Chuck E's In Love,PH20094,,,,
Blondie,Call Me,PH20135,,,,
Blondie,Heart of Glass,PH20136,,,,
Blondie,Rapture,PH20137,,,,
Blondie,The Tide Is High,PH20138,,,,
Blondie,One Way Or Another,PH20139,,,,
Eddie Money,Peace In Our Time,PH20159,,,,
Milli Vanilli,"Girl, I'm Gonna Miss You",PH20161,,,,
Various - Standard,The Anniversary Song,PH20183,,,,
Jane Child,Don't Wanna Fall In Love,PH20202,,,,
Calloway,I Wanna Be Rich,PH20203,,,,
Dion & The Belmonts,Lovers Who Wander,PH20276,,,,
Paul Young,"Oh, Girl",PH20303,,,,
Gary Morris,100% Chance of Rain,PH20306,,,,
Wings,Maybe I'm Amazed,PH20324,,,,
Black Box,"Everybody, Everybody",PH20348,,,,
Cathy Dennis,Touch Me (All Night Long),PH20389,,,,
Debbie Gibson,Sure,PH20390,,,,
Ralph Tresvant,Sensitivity,PH20392,,,,
Wilson Phillips,Next To You (Someday I'll Be),PH20413,,,,
Stevie Nicks,If Anyone Falls,PH20482,,,,
